coldata$id X3543.CF.1 X3543.CF.198 X3543.CF.221 X3543.CF.274 X3543.CF.249 X3543.CF.145 X3543.CF.294 X3543.CF.253 X3543.CF.201
ENSG00000034971 0 0 0 0 0 0 0 0 0
ENSG00000035115 46 116 36 69 94 47 66 108 58
ENSG00000035141 160 154 84 156 243 105 179 313 177
ENSG00000035403 12051 6707 24409 6435 5328 4379 2319 8151 3238
ENSG00000035499 10 8 7 15 48 5 13 50 7
ENSG00000035664 22 29 30 26 31 35 52 62 14
ENSG00000035681 334 565 333 517 505 330 463 647 540
ENSG00000035687 266 420 252 283 465 239 438 672 382
ENSG00000035720 13 8 0 2 11 23 11 5 6
ENSG00000035862 1089 1303 1113 682 1221 623 842 2274 1046
ENSG00000035928 321 413 281 384 665 259 504 739 584
ENSG00000036054 248 301 288 263 335 129 283 377 203
ENSG00000036257 557 758 720 759 1015 461 685 1326 832
ENSG00000036448 11 35 0 9 7 61 10 40 5
ENSG00000036530 0 2 0 4 7 2 3 0 0
ENSG00000036549 190 441 194 357 543 166 393 576 450
ENSG00000036565 0 2 1 0 1 5 1 0 0
ENSG00000036672 2 0 0 0 0 0 0 0 0
ENSG00000036828 6 2 2 4 2 3 0 0 1
ENSG00000037042 13 44 19 4 21 1 19 37 22
ENSG00000037241 71 90 92 53 106 118 63 130 78
ENSG00000037280 0 9 0 11 3 19 2 7 5
ENSG00000037474 233 350 240 354 521 233 399 640 466
ENSG00000037637 262 318 312 209 385 202 351 534 304
ENSG00000037749 55 95 109 58 140 63 135 197 126
ENSG00000037757 89 173 101 126 166 128 179 246 149
ENSG00000037897 1 20 4 24 22 6 8 12 14
ENSG00000038002 39 55 73 62 151 54 106 98 109
ENSG00000038210 92 98 86 162 194 80 236 270 144
ENSG00000038219 2646 2967 3911 2039 3109 967 3220 4450 2937
ENSG00000038274 365 519 471 828 909 517 622 1229 709
ENSG00000038358 426 607 475 498 658 464 625 929 633
ENSG00000038382 1065 1255 614 751 1204 566 870 1486 955
ENSG00000038427 43847 50039 55912 28439 18795 16158 33727 96026 39768
ENSG00000038532 377 479 420 225 470 272 462 723 385
ENSG00000038945 159 464 190 328 299 78 364 265 111
ENSG00000039068 21 7 2 22 7 3 4 10 5
ENSG00000039123 257 444 360 424 601 292 476 827 540
ENSG00000039319 324 459 526 453 610 172 526 982 497
ENSG00000039523 660 948 739 838 1110 629 780 984 742
ENSG00000039560 4 2 0 0 1 0 1 8 3
ENSG00000039600 3 0 0 1 1 4 1 7 8
ENSG00000039650 148 257 208 149 277 144 215 398 176
ENSG00000039987 0 5 9 0 0 0 0 0 0
ENSG00000040199 35 146 84 127 148 68 108 185 105
ENSG00000040275 19 28 18 33 64 18 32 95 30
ENSG00000040341 300 262 378 291 278 179 190 431 195
ENSG00000040487 30 30 52 46 58 40 41 57 23
ENSG00000040531 287 90 307 106 111 99 94 287 85
ENSG00000040608 3 1 1 9 26 19 7 9 12
ENSG00000040633 199 267 261 264 283 306 231 390 222
ENSG00000040731 0 0 0 4 0 0 0 0 0
ENSG00000040933 783 1280 858 919 1931 971 1789 2431 1386
ENSG00000041353 1783 846 2113 765 334 369 168 1044 438
ENSG00000041357 368 367 419 551 993 426 674 989 588
ENSG00000041515 0 10 0 0 0 0 0 0 3
ENSG00000041802 148 234 259 358 458 110 274 343 268
ENSG00000041880 91 44 38 70 87 37 64 113 72
ENSG00000041982 6 12 4 0 3 0 1 3 0
ENSG00000041988 25 34 44 46 53 51 66 100 64
ENSG00000042062 76 32 47 57 45 31 31 55 38
ENSG00000042088 58 105 52 115 181 142 137 208 93
ENSG00000042286 9 12 11 24 16 25 35 25 23
ENSG00000042317 14 24 12 11 29 12 19 25 31
ENSG00000042429 142 231 193 219 272 119 235 370 222
ENSG00000042445 103 107 158 92 148 69 119 184 125
ENSG00000042493 1150 629 450 702 668 520 690 971 982
ENSG00000042753 252 228 343 210 274 227 118 349 196
ENSG00000042781 0 0 1 3 2 5 7 5 0
ENSG00000042832 2 32 53 8 26 8 28 37 10
ENSG00000042980 90 68 56 60 79 34 45 89 82
ENSG00000043039 0 0 0 0 0 0 0 1 1
ENSG00000043093 367 297 369 451 387 159 263 509 290
ENSG00000043143 345 723 520 636 862 1045 1109 1080 1039
ENSG00000043355 2 0 0 0 0 0 0 0 0
ENSG00000043462 1355 1915 1881 1888 2626 1438 2777 3249 2064
ENSG00000043514 53 150 75 102 142 73 130 153 133
ENSG00000043591 6 9 5 9 32 6 12 9 0
ENSG00000044090 121 126 171 108 157 119 136 209 131
ENSG00000044115 1286 1545 1698 1280 1433 956 1188 2124 1430
ENSG00000044446 331 484 356 318 470 226 393 581 377
ENSG00000044459 215 231 221 188 218 127 166 392 174
ENSG00000044574 1026 1221 1318 1312 1862 1338 1508 2614 1555
ENSG00000046604 0 0 0 11 0 7 0 0 0
ENSG00000046647 25 32 20 30 53 32 47 52 19
ENSG00000046651 131 265 229 298 317 224 344 474 294
ENSG00000046653 0 31 12 8 34 14 41 36 30
ENSG00000046889 5 0 3 0 0 0 0 3 0
ENSG00000047056 212 307 321 200 344 188 300 468 348
ENSG00000047188 333 524 442 335 583 164 461 827 526
ENSG00000047230 40 42 29 59 44 14 43 59 43
ENSG00000047249 189 195 148 198 267 131 167 285 181
ENSG00000047315 464 676 623 780 953 636 803 1116 833
ENSG00000047346 186 220 273 307 318 94 331 536 247
ENSG00000047365 446 682 627 1040 1898 661 1669 1990 1334
ENSG00000047410 1233 2348 1565 2094 3091 855 2830 3957 2861
ENSG00000047457 1 4 12 14 3 7 8 7 2
ENSG00000047578 270 314 233 116 320 188 245 411 262
ENSG00000047579 146 155 106 132 264 134 242 291 169
ENSG00000047597 1157 242 915 533 183 174 61 614 70
ENSG00000047617 58 9 13 20 8 26 2 25 4
ENSG00000047621 46 115 88 95 202 75 132 253 160
ENSG00000047634 24 40 12 33 44 5 23 40 28
ENSG00000047644 467 401 652 456 527 308 523 981 375
ENSG00000047648 729 248 1064 368 193 197 27 429 89
ENSG00000047662 0 0 0 0 0 0 0 3 0
ENSG00000047849 601 739 495 493 1306 913 1026 1571 847
ENSG00000047932 116 299 169 256 380 143 335 490 407
ENSG00000048028 83 170 258 386 509 312 459 557 379
ENSG00000048052 519 600 204 402 517 247 488 395 366
ENSG00000048140 100 121 101 213 296 148 154 379 194
ENSG00000048162 76 66 46 137 149 66 66 187 113
ENSG00000048342 30 52 60 49 71 35 70 94 44
ENSG00000048392 257 249 505 279 285 91 205 347 216
ENSG00000048405 325 491 426 517 637 217 544 804 418
ENSG00000048462 0 0 0 0 0 29 0 1 0
ENSG00000048471 418 914 434 499 767 467 761 1047 784
ENSG00000048540 4 3 0 0 1 4 5 4 1
ENSG00000048544 85 120 93 115 152 87 104 268 104
ENSG00000048649 580 1078 787 888 1125 367 1106 1581 1011
ENSG00000048707 1034 1578 1185 1070 1722 765 1875 2471 1599
ENSG00000048740 1506 1845 1693 1269 2385 942 2051 3533 1684
ENSG00000048828 1726 1692 1711 1313 2395 1266 1748 3220 1780
ENSG00000048991 315 352 360 383 480 340 421 753 471
ENSG00000049089 48 96 25 18 80 27 66 53 89
ENSG00000049130 23 7 18 17 17 2 9 21 4
ENSG00000049167 17 41 17 22 32 27 33 57 38
ENSG00000049192 48 34 71 70 41 9 14 81 13
ENSG00000049239 538 871 853 802 1018 605 689 1118 758
ENSG00000049245 415 391 413 403 444 173 307 633 413
ENSG00000049246 55 80 38 31 61 49 96 139 118
ENSG00000049247 0 32 0 0 0 0 0 2 20
ENSG00000049249 21 12 8 20 22 13 26 48 17
ENSG00000049323 1902 625 2754 939 315 538 65 828 287
ENSG00000049449 183 158 157 254 306 141 220 294 208
ENSG00000049540 1 0 0 1 0 2 0 1 0
ENSG00000049541 57 117 104 151 159 127 99 194 57
ENSG00000049618 1168 1828 1268 1157 2122 907 1898 2713 1786
ENSG00000049656 268 380 343 366 556 283 481 643 404
ENSG00000049759 55 49 35 91 14 17 43 76 19
ENSG00000049768 10 56 9 70 70 33 78 151 53
ENSG00000049769 52 55 22 63 59 33 65 62 59
ENSG00000049860 699 819 749 590 592 449 625 1060 596
ENSG00000049883 43 52 49 69 80 37 66 91 75
ENSG00000050030 4 2 0 1 3 0 5 4 0
ENSG00000050130 90 95 167 133 156 56 115 231 130
ENSG00000050165 8 7 1 2 9 1 17 7 15
ENSG00000050327 20 29 1 13 61 17 23 23 48
ENSG00000050344 137 196 102 176 311 112 214 275 262
ENSG00000050393 1100 535 625 581 356 271 113 585 270
ENSG00000050405 58 80 73 165 281 137 147 159 115
ENSG00000050426 109 197 137 130 190 72 174 249 172
ENSG00000050438 41 75 84 72 87 36 145 154 74
ENSG00000050555 1 6 0 0 0 0 0 0 0
ENSG00000050628 51 12 62 7 10 22 5 75 1
ENSG00000050730 9 5 18 16 27 19 9 66 19
ENSG00000050748 137 199 199 266 304 124 266 403 275
ENSG00000050767 20 0 2 0 3 1 4 7 4
ENSG00000050820 0 0 0 5 0 0 0 0 4
ENSG00000051009 288 349 329 294 231 158 274 628 338
ENSG00000051108 681 896 472 508 484 434 665 923 591
ENSG00000051128 165 276 200 175 127 102 125 296 209
ENSG00000051180 6 10 6 10 67 29 10 36 5
ENSG00000051341 52 16 23 16 102 34 34 149 14
ENSG00000051382 1264 584 1010 623 520 311 334 865 400
ENSG00000051523 1844 2323 1977 2570 2948 1845 2269 4042 2441
ENSG00000051596 64 144 157 125 159 69 194 292 170
ENSG00000051620 439 523 427 459 463 266 484 800 585
ENSG00000051825 155 277 175 331 507 189 375 593 424
ENSG00000052126 51 100 92 38 92 41 153 106 83
ENSG00000052344 0 0 2 5 0 0 5 1 2
ENSG00000052723 167 206 152 207 368 94 232 442 235
ENSG00000052749 584 367 522 381 493 355 345 610 526
ENSG00000052795 239 371 298 226 424 193 329 568 275
ENSG00000052802 23 52 34 27 45 22 27 46 38
ENSG00000052841 592 857 689 608 959 404 967 1396 875
ENSG00000052850 7 2 4 6 5 3 4 9 10
ENSG00000053108 17 2 12 1 2 14 0 6 0
ENSG00000053254 964 1355 851 1082 1454 859 1261 1922 1127
ENSG00000053328 5 1 0 0 2 1 0 1 4
ENSG00000053371 133 168 520 185 164 227 124 306 125
ENSG00000053372 34 48 31 60 68 51 51 106 86
ENSG00000053438 11 25 8 12 16 2 13 26 4
ENSG00000053501 79 91 94 112 78 150 49 112 53
ENSG00000053524 13 35 11 21 34 27 28 62 31
ENSG00000053702 5 38 17 13 57 2 37 48 27
ENSG00000053747 4 0 0 0 0 0 0 2 0
ENSG00000053770 141 180 239 256 300 115 273 429 275
ENSG00000053900 104 173 151 144 301 74 265 396 273
ENSG00000053918 282 430 315 236 296 174 294 504 317
ENSG00000054116 93 122 145 111 159 102 172 162 151
ENSG00000054118 1062 1345 1197 1452 1826 1291 1639 2592 1615
ENSG00000054148 143 143 395 148 137 107 185 189 117
ENSG00000054219 377 548 340 441 552 203 476 974 788
ENSG00000054267 792 1138 1066 1087 1587 485 1494 2179 1433
ENSG00000054277 48 76 69 94 153 44 61 159 81
ENSG00000054282 284 317 333 272 317 171 279 423 289
ENSG00000054356 88 5 38 5 21 8 0 20 3
ENSG00000054392 38 11 24 5 22 8 17 23 25
ENSG00000054523 550 610 809 388 685 352 779 1260 567
ENSG00000054598 11 7 4 0 0 0 1 5 13
ENSG00000054611 225 454 319 317 490 315 380 508 405
ENSG00000054654 327 2532 1586 2640 5434 2628 8324 7333 5125
ENSG00000054690 0 0 9 1 0 6 15 18 3
ENSG00000054793 345 145 560 159 212 110 41 301 82
ENSG00000054803 0 0 0 0 0 0 0 0 0
ENSG00000054965 523 780 820 545 1188 402 836 1305 864
ENSG00000054967 776 1020 837 549 1138 349 753 1288 852
ENSG00000054983 236 314 336 452 275 167 318 730 371
ENSG00000055044 149 233 98 230 388 90 275 425 259
ENSG00000055070 741 743 856 800 993 924 767 1087 807
ENSG00000055118 43 4 5 76 16 3 3 5 2
ENSG00000055130 483 483 404 544 838 403 1057 977 593
ENSG00000055147 93 155 137 179 178 139 146 252 175
ENSG00000055163 977 1298 1491 1663 2934 1811 2778 2980 2222
ENSG00000055208 1386 1194 1583 1220 1379 783 1172 1795 1169
ENSG00000055211 101 90 126 136 153 64 121 223 106
ENSG00000055332 595 900 494 819 1225 499 2774 1633 725
ENSG00000055483 394 705 229 308 643 376 534 752 473
ENSG00000055609 3901 4805 4402 2968 5083 2094 4794 7095 4157
ENSG00000055732 0 7 0 18 11 6 7 12 10
ENSG00000055813 21 0 13 12 0 0 0 6 0
ENSG00000055917 1100 1325 1257 1358 1738 919 1568 2447 1602
ENSG00000055950 99 129 154 182 212 172 149 282 228
ENSG00000055955 24 96 39 4 130 30 164 59 70
ENSG00000055957 5 0 2 0 3 0 2 12 9
ENSG00000056050 19 35 11 38 90 15 31 82 25
ENSG00000056097 865 929 1017 1014 1384 670 1110 1575 1117
ENSG00000056277 24 48 27 67 51 25 62 105 31
ENSG00000056558 98 441 219 270 409 321 450 568 437
ENSG00000056586 997 989 1319 764 1141 529 1002 1684 956
ENSG00000056736 4 10 4 3 8 7 15 20 6
ENSG00000056972 74 92 65 45 61 47 49 81 67
ENSG00000056998 2 0 0 0 0 0 0 0 0
ENSG00000057019 17 19 20 12 4 22 7 24 19
ENSG00000057252 548 556 536 610 618 311 611 873 523
ENSG00000057294 29 32 15 11 44 13 1 11 12
ENSG00000057468 3 4 3 4 0 1 1 1 0
ENSG00000057593 0 0 0 0 0 0 0 0 0
ENSG00000057608 2458 2626 2370 2709 3022 2301 2355 4343 2750
ENSG00000057657 272 446 408 349 372 377 777 1135 507
ENSG00000057663 203 107 176 202 262 116 181 284 162
ENSG00000057704 130 186 90 79 116 74 181 274 66
ENSG00000057757 113 169 158 404 183 184 152 267 118
ENSG00000057935 54 41 38 66 83 39 88 91 64
ENSG00000058056 42 98 29 58 89 57 72 125 101
ENSG00000058063 946 805 1043 665 1219 622 1082 1539 905
ENSG00000058085 0 0 5 0 0 0 0 0 1
ENSG00000058091 134 80 156 94 36 94 58 115 70
ENSG00000058262 581 812 822 699 932 835 788 1372 961
ENSG00000058272 1316 1783 1501 1644 2225 964 2025 3017 1846
ENSG00000058335 17 0 3 0 0 6 1 0 4
ENSG00000058404 0 0 2 1 1 0 0 0 0
ENSG00000058453 193 324 198 190 371 141 312 491 451
ENSG00000058600 211 319 179 195 341 133 262 435 308
ENSG00000058668 923 1379 1261 1381 2228 1426 2446 3133 1817
ENSG00000058673 552 718 1063 788 1231 494 1066 1219 916
ENSG00000058729 88 120 105 115 192 53 172 224 190
ENSG00000058799 85 84 123 95 98 70 112 234 128
ENSG00000058804 55 69 36 88 114 46 93 136 86
ENSG00000058866 372 294 330 200 256 113 222 276 185
ENSG00000059122 272 300 176 166 227 117 276 240 286
ENSG00000059145 88 139 143 103 171 84 148 237 205
ENSG00000059377 982 1456 1484 966 1331 758 1203 2216 1092
ENSG00000059378 371 536 343 472 1033 332 1217 1009 619
ENSG00000059573 71 76 74 109 185 121 121 179 109
ENSG00000059588 101 207 104 163 250 61 131 217 222
ENSG00000059691 60 71 127 102 107 42 104 147 64
ENSG00000059728 1511 1550 1716 528 683 421 811 2056 616
ENSG00000059758 303 239 261 374 462 157 457 616 319
ENSG00000059769 52 33 24 43 37 26 34 49 32
ENSG00000059804 2984 2336 2228 832 806 578 873 1832 796
ENSG00000059915 14 19 8 12 11 5 11 8 20
ENSG00000060069 448 561 492 411 631 385 584 959 532
ENSG00000060138 2305 1648 2489 2509 1132 790 894 2077 1044
ENSG00000060140 1 8 14 12 16 5 24 15 29
ENSG00000060237 3281 3925 4458 4282 5046 2361 4425 6738 3928
ENSG00000060303 0 0 0 0 0 0 0 0 0
ENSG00000060339 558 754 712 722 984 390 845 1401 895
ENSG00000060491 580 950 759 729 986 578 893 1338 889
ENSG00000060558 527 378 670 284 189 202 193 457 218
ENSG00000060566 0 1 9 1 3 0 6 12 0
ENSG00000060642 20 40 52 55 81 59 40 61 73
ENSG00000060656 21 4 27 3 5 0 3 7 5
ENSG00000060688 95 192 152 207 307 196 186 357 208
ENSG00000060709 0 0 0 0 0 8 0 0 0
ENSG00000060749 395 573 443 469 637 262 515 900 558
ENSG00000060762 119 104 93 109 154 106 93 167 121
ENSG00000060971 549 695 693 489 784 438 613 1013 618
ENSG00000060982 366 245 331 255 135 174 226 445 268
ENSG00000061273 570 670 543 577 878 435 682 1036 847
ENSG00000061337 0 12 5 4 9 3 15 26 8
ENSG00000061455 0 1 0 0 0 1 0 0 0
ENSG00000061656 9 4 0 0 4 0 2 16 1
ENSG00000061676 639 124 585 183 114 98 46 199 54
ENSG00000061794 132 109 104 162 177 161 109 220 127
ENSG00000061918 927 199 1270 389 178 247 64 430 119
ENSG00000061936 443 675 576 444 803 358 878 1125 762
ENSG00000061938 697 1015 772 632 1078 308 1067 1214 854
ENSG00000061987 381 742 650 615 889 322 814 1194 781
ENSG00000062038 0 0 3 0 0 0 0 0 0
ENSG00000062194 468 577 535 479 731 323 619 1009 523
ENSG00000062282 125 96 202 40 26 50 65 188 85
ENSG00000062370 1 3 2 4 5 1 5 7 15
ENSG00000062485 480 609 518 569 835 457 528 974 704
ENSG00000062524 2 21 3 6 15 16 6 28 4
ENSG00000062582 70 52 55 58 114 37 72 120 66
ENSG00000062598 438 401 678 520 693 418 627 889 429
ENSG00000062650 802 1300 926 1169 1496 631 1320 1941 1362
ENSG00000062716 760 1932 1806 1134 1640 662 1419 3176 1301
ENSG00000062725 129 175 144 204 259 93 221 356 224
ENSG00000062822 117 155 103 138 279 134 130 397 170
ENSG00000063015 1 22 1 0 6 1 4 15 2
ENSG00000063046 2334 4352 3294 3816 3848 3950 2687 4623 4063
ENSG00000063127 9 9 13 24 28 9 7 28 13
ENSG00000063169 222 245 235 120 226 113 217 377 180
ENSG00000063176 95 83 118 105 164 99 135 147 138
ENSG00000063177 1799 2879 1731 2866 2972 2835 2071 3330 2628
ENSG00000063180 3 17 1 6 21 4 7 15 2
ENSG00000063241 59 62 23 68 111 48 56 107 67
ENSG00000063244 862 962 858 770 1220 818 996 1619 1050
ENSG00000063245 897 869 843 724 1163 656 857 1418 856
ENSG00000063322 254 492 308 412 431 387 415 570 409
ENSG00000063438 0 2 0 0 9 45 0 0 0
ENSG00000063587 105 104 124 112 161 137 122 186 148
ENSG00000063601 126 204 126 203 277 118 267 395 228
ENSG00000063660 16 15 18 3 22 7 19 17 19
ENSG00000063761 63 38 37 47 70 22 30 68 57
ENSG00000063854 160 163 186 430 237 82 214 270 175
ENSG00000063978 301 695 382 446 714 490 707 1022 593
ENSG00000064012 386 760 465 583 1099 411 875 1257 834
ENSG00000064042 4 15 2 7 15 4 0 12 14
ENSG00000064102 102 82 115 100 162 87 108 207 147
ENSG00000064115 300 268 343 242 319 166 251 480 248
ENSG00000064195 2 0 0 0 0 0 0 0 0
ENSG00000064199 13 14 26 8 1 7 16 15 9
ENSG00000064201 93 272 164 200 297 97 340 311 346
ENSG00000064205 2 0 0 0 0 1 1 0 0
ENSG00000064225 89 95 107 84 71 36 52 108 82
ENSG00000064270 4 0 5 0 7 15 5 9 9
ENSG00000064300 0 0 21 9 8 8 6 15 18
ENSG00000064309 0 4 0 0 1 0 0 0 2
ENSG00000064313 252 277 232 277 422 223 361 524 324
ENSG00000064393 3586 2736 3932 1570 1795 1689 1834 5286 1804
ENSG00000064419 264 409 316 280 551 237 434 753 372
ENSG00000064489 50 88 47 40 48 23 62 66 69
ENSG00000064490 122 104 138 87 115 97 120 176 96
ENSG00000064545 14 35 36 38 58 25 43 92 52
ENSG00000064547 79 133 61 95 192 56 161 236 148
ENSG00000064601 4302 1839 7771 2091 1766 1512 1102 4188 1578
ENSG00000064607 560 1010 640 546 958 267 803 1262 814
ENSG00000064651 63 99 37 69 118 41 118 184 89
ENSG00000064652 23 33 19 32 50 6 40 30 30
ENSG00000064655 4 0 0 0 0 1 0 2 0
ENSG00000064666 1258 1584 1526 1420 2805 1376 1916 2619 1272
ENSG00000064687 545 781 670 489 809 376 724 987 504
ENSG00000064692 0 0 0 0 0 2 0 0 0
ENSG00000064703 83 111 116 179 120 78 145 220 116
ENSG00000064726 338 319 402 476 522 194 367 714 425
ENSG00000064763 213 162 146 113 288 59 191 272 154
ENSG00000064787 24 13 5 0 6 1 3 16 4
ENSG00000064835 0 6 0 0 1 5 0 0 0
ENSG00000064886 28 29 48 73 94 99 39 99 50
ENSG00000064932 1023 1215 1754 636 1322 872 1360 2991 1312
ENSG00000064933 53 129 55 68 111 36 121 162 107
ENSG00000064961 511 430 702 507 459 293 296 658 361
ENSG00000064989 90 23 34 12 53 6 10 18 27
ENSG00000064995 111 122 151 119 166 93 96 246 141
ENSG00000064999 338 402 517 174 360 188 427 688 246
ENSG00000065000 1358 1874 1835 1149 1977 1350 1773 2966 1777
ENSG00000065029 131 197 154 148 193 115 177 284 202
ENSG00000065054 27 38 16 41 102 28 25 31 14
ENSG00000065057 9 24 23 25 91 54 26 35 50
ENSG00000065060 408 364 581 200 408 250 292 696 264
ENSG00000065135 827 750 957 836 1151 519 1029 1697 906
ENSG00000065150 350 545 357 669 681 463 467 994 563
ENSG00000065154 289 192 208 348 222 144 149 349 200
ENSG00000065183 72 126 68 177 277 117 209 240 158
ENSG00000065243 454 635 626 486 679 201 625 840 564
ENSG00000065268 86 101 59 133 156 197 133 199 104
ENSG00000065308 190 249 73 134 285 145 228 266 205
ENSG00000065320 10 23 6 1 15 30 12 9 13
ENSG00000065325 2 0 0 0 0 0 0 0 0
ENSG00000065328 13 8 0 34 85 16 14 84 5
ENSG00000065357 460 941 506 624 733 367 746 1214 806
ENSG00000065361 0 7 0 0 1 0 0 2 7
ENSG00000065371 2 0 0 0 0 0 0 0 0
ENSG00000065413 852 2006 1229 1746 2894 1060 2529 3090 2038
ENSG00000065427 514 552 527 686 983 657 823 1166 851
ENSG00000065457 135 197 186 176 323 194 170 342 188
ENSG00000065485 18 85 39 39 37 20 48 95 56
ENSG00000065491 113 116 89 91 119 90 98 170 76
ENSG00000065518 99 133 95 126 163 75 86 159 111
ENSG00000065526 1817 2973 2352 1826 3334 1562 3374 5011 3005
ENSG00000065534 1279 655 2757 971 441 384 149 1035 289
ENSG00000065548 462 484 421 631 699 342 598 908 526
ENSG00000065559 138 190 247 171 267 133 160 326 173
ENSG00000065600 111 125 84 131 136 46 90 163 102
ENSG00000065613 772 970 962 1009 1054 421 1119 1684 1084
ENSG00000065615 562 615 638 614 700 306 573 1023 694
ENSG00000065618 10 7 6 17 2 0 10 5 4
ENSG00000065621 17 4 22 11 10 11 38 37 39
ENSG00000065665 13 32 11 20 55 12 20 43 34
ENSG00000065675 90 252 242 263 477 294 488 629 368
ENSG00000065717 0 13 5 23 36 15 16 25 13
ENSG00000065802 157 146 208 116 216 57 264 288 165
ENSG00000065809 822 702 596 1095 1512 739 1011 1553 1018
ENSG00000065833 87 27 109 97 37 6 21 79 35
ENSG00000065882 854 901 879 792 1182 761 832 1379 749
ENSG00000065883 777 1104 855 1002 1462 651 1501 1762 1226
ENSG00000065911 406 301 533 395 520 306 370 746 273
ENSG00000065923 170 129 35 174 188 158 113 103 127
ENSG00000065970 478 389 585 428 447 283 424 794 446
ENSG00000065978 3552 4246 3658 4492 5413 4595 4095 6821 3686
ENSG00000065989 195 232 173 170 259 187 242 400 204
ENSG00000066027 515 350 521 460 745 259 477 894 509
ENSG00000066044 353 305 334 260 413 329 335 599 302
ENSG00000066056 11 0 6 11 13 4 1 12 12
ENSG00000066084 531 758 485 562 936 461 791 1141 638
ENSG00000066117 155 251 142 264 327 210 302 367 232
ENSG00000066135 210 305 240 268 445 286 416 689 456
ENSG00000066136 459 566 649 396 734 441 531 920 574
ENSG00000066185 9 8 9 2 0 0 2 3 10
ENSG00000066230 10 39 9 62 39 27 24 39 45
ENSG00000066248 0 0 0 0 0 0 0 2 0
ENSG00000066279 154 42 24 155 431 81 96 483 48
ENSG00000066294 670 1245 997 834 1177 416 835 1511 987
ENSG00000066322 168 197 177 186 241 190 170 341 194
ENSG00000066336 2625 2961 3075 2637 3385 2033 2615 4699 3142
ENSG00000066379 32 58 59 86 83 104 66 126 75
ENSG00000066382 3 0 4 3 4 6 1 0 1
ENSG00000066405 0 0 1 0 0 2 0 0 8
ENSG00000066422 516 535 638 577 779 370 737 1040 750
ENSG00000066427 201 264 263 235 342 125 345 567 255
ENSG00000066455 250 273 274 232 343 189 319 491 336
ENSG00000066468 0 0 1 8 2 2 8 3 0
ENSG00000066557 71 105 86 93 114 41 58 147 94
